,Characters,Deaths,Concepts,Cover Date,Teams,Disbanded Teams,Objects in Issue,Persons,Issue Name,Issue Number,Locations,First Apperances,First Apperances of a Concept,First Appearances of a Location,First Appearances of a Object,First Appearances of a Story,First Appearances of a Team,Description,Deck
47,"['Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Linda Lewis', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Organized Crime', 'Sidekick']",1941-02-01,"['Batman and Robin', 'United States Army']",[],"['Bat-Suit', 'Batmobile', 'Batplane']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Ed Moore', 'Ed Winiarski', 'Fred Ray', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Steve Brodie', 'Whitney Ellsworth']",['The Secret Cavern'],['48'],"['Gotham City', 'Kentucky']",[],[],[],[],[],[],"[""<p><em>Batman and Robin must stop robbers plotting to hit the nation's gold reserve!</em></p><ol><li><p><i>The Secret Cavern </i>- When a surveyor discovers a limestone cavern that runs under the nation's gold reserves, gangsters frame his daughter for murder in order to blackmail him into revealing the cave's entrance. Unfortunately for them, Bruce Wayne happens to have a date with the young lady that very evening!</p></li><li><p><i>?</i></p></li><li><p><i>The Case Of The Fugitive Killer</i></p></li><li><p><i>?</i></p></li><li><p><i>?</i></p></li><li><p><i>?</i></p></li><li><p><i>G-Man's Revenge</i></p></li><li><p><i>?</i></p></li><li><p><i>?</i></p></li></ol><p>This is the first issue of Detective Comics to refer to Gotham City by name.</p>""]",[]
48,"['Bart Regan', 'Batman', 'Clayface (Karlo)', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Julie Madison', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone']",[],"['Golden Age of Comics', 'Sidekick']",1941-03-01,['Batman and Robin'],[],"['Bat-Suit', 'Batmobile', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Ed Moore', 'Ed Winiarski', 'Fred Ray', 'Gardner Fox', 'George Roussos', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Steve Brodie', 'Whitney Ellsworth']",['Clayface Walks Again'],['49'],['Gotham City'],[],[],[],[],[],[],"['<p><i>Clayface returns!</i></p><ol><li><i>Clayface Walks Again (Batman &amp; Robin : 2nd Clayface story in Detective Comics) -- </i>On a stormy night, Basil Karlo is transferred from prison to the state asylum when the prison ambulance runs off the road. Karlo escapes in the ensuing wreck, free once again to wreak his vengeance on those he believes wronged him!</li><li><i> Bart Regan, Spy -- <br /></i></li><li><i>The Echo (Crimson Avenger) --</i></li><li><i> Facts -- <br /></i></li><li><i>The Case of the Streamlined Train (Larry Steele, Private Detective) -- <br /></i></li><li><i> Rex -- <br /></i></li><li><i>Speed Saunders, Ace Investigator -- <br /></i></li><li><i> Cliff Crosby Smashes the Loan Shark Racket --</i></li><li><i> Letter Perfect (text) <br /></i></li><li><i> Steve Malone, District Attorney -</i></li><li><i> Slam Bradley </i></li></ol>']",[]
49,"['Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Three Devils', 'Wing']",[],"['Golden Age of Comics', 'Gymnastics', 'Organized Crime', 'Sidekick']",1941-04-01,"['Batman and Robin', 'Gotham City Police Department']",[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Ed Moore', 'Ed Winiarski', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Whitney Ellsworth']",['The Case Of The Three Devils'],['50'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>Three devils arrive in town and put Batman to the test!</em></p><ol><li><p>The Case Of The Three Devils - The Three Devils are acrobat jewel thieves whose rooftop escapades are giving Batman and Robin headaches.</p></li><li><p>Take My Word</p></li><li><p>?</p></li><li><p>True-isms</p></li><li><p>?</p></li><li><p>It's A Fact</p></li><li><p>The Case Of The Dark Horse</p></li><li><p>?</p></li><li><p>Cheating Death</p></li><li><p>Safe at Home</p></li><li><p>?</p></li><li><p>?</p></li></ol>""]",[]
50,"['Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone']",[],"['Carnival', 'Golden Age of Comics', 'Sidekick']",1941-05-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Moore', 'Ed Winiarski', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Whitney Ellsworth']",['The Case of the Mystery Carnival'],['51'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>Batman goes to the amusment park to stop a treacherous crime!</em></p><ol><li><p>The Case Of The Mystery Carnival</p></li><li><p>This is Sabotage</p></li><li><p>Facts</p></li><li><p>The Kidnapping Of Wilfred Van Dorn</p></li><li><p>The Adventure Of The Sweet Scent</p></li><li><p>True-isms</p></li><li><p>The Phelps Twins</p></li><li><p>Racing with Death</p></li><li><p>Killer's Mistake</p></li><li><p>Scene Of The Crime</p></li><li><p>Opening Night at The Broadview</p></li><li><p>Broadway Opening Night</p></li></ol>""]",[]
51,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-06-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Moore', 'Ed Winiarski', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Stan Kaye', 'Whitney Ellsworth']",['The Secret Of The Jade Box'],['52'],['Gotham City'],[],[],[],[],[],[],"['<p><em>Green jade brings out the worst of men, and Batman must put a stop to the madness.</em></p><ol><li><p>The Secret Of The Jade Box</p></li><li><p>?</p></li><li><p>?</p></li><li><p>Facts</p></li><li><p>The Case Of The Cunning Crooks</p></li><li><p>?</p></li><li><p>The Hidden Treasure</p></li><li><p>?</p></li><li><p>Proof Of A Champion</p></li><li><p>?</p></li><li><p>?</p></li></ol>']",[]
52,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-07-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Moore', 'Ed Winiarski', 'Gardner Fox', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Stan Kaye', 'Whitney Ellsworth']",['Viola Vane'],['53'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>Batman comes to the aid of a beautiful woman.</em></p><ol><li><p>Viola Vane</p></li><li><p>It's A Fact</p></li><li><p>?</p></li><li><p>?</p></li><li><p>Take My Word</p></li><li><p>?</p></li><li><p>Murder on The Diamond</p></li><li><p>?</p></li><li><p>Kept Promise</p></li><li><p>?</p></li><li><p>?</p></li></ol>""]",[]
53,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Linda Page', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-08-01,"['Batman and Robin', 'Pirates']",[],"['Bat-Suit', 'Batplane', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Moore', 'Ed Winiarski', 'Fred Ray', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Stan Kaye', 'Whitney Ellsworth']",['Hook Morgan And His Harbor Pirates'],['54'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>Batman must stop pirates!</em></p><ol><li><p>Hook Morgan and His River Pirates</p></li><li><p>It's A Fact</p></li><li><p>Good Movies and Books</p></li><li><p>?</p></li><li><p>?</p></li><li><p>Oddities</p></li><li><p>Famous American Words</p></li><li><p>?</p></li><li><p>In The News</p></li><li><p>Murder In The Skies</p></li><li><p>?</p></li><li><p>Without Fear</p></li><li><p>?</p></li><li><p>?</p></li></ol>""]",[]
54,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Linda Page', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-09-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Moore', 'Ed Winiarski', 'Henry Boltinoff', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Jerry Siegel', 'Whitney Ellsworth']",['The Brain Burglar!'],['55'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>Batman takes to the sky to prevent an attack on American democracy.</em></p><ol><li><p>The Brain Burglar</p></li><li><p>?</p></li><li><p>?</p></li><li><p>Books Worth Reading</p></li><li><p>The Case Of The Killer Horse</p></li><li><p>Murder Without Harmony</p></li><li><p>Mom 'n' Pop</p></li><li><p>The Riddle Of The Missing Masterpiece</p></li><li><p>Getaway</p></li><li><p>?</p></li><li><p>?</p></li></ol>""]",[]
55,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-10-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'George Roussos', 'Jerry Robinson', 'Mort Weisinger', 'Whitney Ellsworth']",['The Stone Idol!'],['56'],['Gotham City'],[],[],[],[],[],[],['<p><em>Batman travels to Ghost Gulch City to protect the townsfolk from a two-thousand-year-old stone idol!</em></p><ol><li>The Stone Idol!</li><li>n/a</li><li>n/a</li><li>n/a</li><li>The Death From the Honeybee</li><li>n/a</li><li>n/a</li><li>n/a</li></ol>'],[]
56,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Linda Page', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1941-11-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'George Roussos', 'Jerry Robinson', 'Mort Weisinger', 'Whitney Ellsworth']",['Twenty-Four Hours To Live'],['57'],['Gotham City'],[],[],[],[],[],[],['<ol><li>Twenty-Four Hours To Live</li><li>n/a</li><li>n/a</li><li>The Adventure of the Spider Girl</li><li>The Case of Double Trouble</li><li>Murder in the Tropics</li><li>n/a</li><li>The Case of the Talking Dummy<br /></li></ol>'],[]
57,"['Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'James Gordon', 'Larry Steele', 'Penguin', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Wing']",[],"['Golden Age of Comics', 'Henchmen', 'Sidekick']",1941-12-01,"['Batman and Robin', 'Gotham City Police Department']",[],"['Bat-Suit', 'Batmobile', ""Penguin's Umbrella"", 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Chad Grothkopf', 'Charles Paris', 'Cliff Young', 'Ed Winiarski', 'Fred Ray', 'George Roussos', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Mort Weisinger', 'Whitney Ellsworth']",['One Of The Most Perfect Frame-Ups'],['58'],"['Gotham City', 'Louisiana', 'New Orleans', 'New York City', 'Wayne Manor']",[],[],[],[],[],[],"['<ol><li>One Of The Most Perfect Frame-Ups (1st appearance of <a data-ref-id=""4005-4885"" href=""/penguin/4005-4885/"">Penguin</a>)</li><li>New Orleans - Queen City of the South</li><li><h4>The Case of the Frightened Sister</h4></li><li><h4>Vacation at Lake Colbalt</h4></li><li><h4>The Cigarette Murder</h4></li><li><h4>Smith and Smythe</h4></li><li><h4>Murder in the Metropolitan Hotel</h4></li><li><h4>Everything Happens to Slam</h4></li></ol>']",[]
58,"['Bart Regan', 'Batman', 'Clancy', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'Dick Grayson', 'Larry Steele', 'Penguin', 'Shorty Morgan', 'Slam Bradley', 'Steve Malone', 'Wing']",[],"['Deathtrap', 'Golden Age of Comics', 'Sidekick']",1942-01-01,['Batman and Robin'],[],"['Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'George Roussos', 'Jerry Robinson', 'Mort Weisinger', 'Whitney Ellsworth']",['The King Of The Jungle'],['59'],['Gotham City'],[],[],[],[],[],[],['<ol><li>\xa0The King Of The Jungle</li><li>n/a</li><li>The Case of the Gangster Gauchos</li><li>n/a</li><li>The Career of Spurious Scribe</li><li>n/a</li><li>n/a<br /></li></ol>'],[]
59,"['Air Wave (Larry Jordan)', 'Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'D.A. Cole', 'Dick Grayson', 'James Gordon', 'Joker', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Deathtrap', 'Golden Age of Comics', 'Sidekick']",1942-02-28,"['Batman and Robin', 'Gotham City Police Department']",[],"['Air Wave Helmet', 'Bat-Signal', 'Bat-Suit', 'Utility Belt']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'Fred Ray', 'George Roussos', 'Harris Levy', 'Jerry Robinson', 'Mort Weisinger', 'Whitney Ellsworth']",['The Case of the Costume-Clad Killers'],['60'],['Gotham City'],[],[],[],[],[],[],['<p><em>“CASE OF THE COSTUME-CLAD KILLERS.” Batman and Robin set out to clash with a clever gang that steals the uniforms and equipment of police and firemen to commit crimes. But Batman has already identified the person behind this as someone who would relish the “humor” of the situation: The Joker!</em></p><h2>Contents</h2><ol><li>Case Of The Costume-Clad Killers</li><li>n/a</li><li>n/a</li><li>Murder on the Airwaves</li><li>The Case of the Tell Tale Candle</li><li>The Case of the Missing Evidence</li><li>n/a</li></ol><p>First Appearance of Air Wave!</p>'],[]
60,"['Air Wave (Larry Jordan)', 'Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'D.A. Cole', 'Dick Grayson', 'Larry Steele', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1942-03-31,['Batman and Robin'],[],"['Air Wave Helmet', 'Bat-Suit']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'George Roussos', 'Harris Levy', 'Ira Schnapp', 'Jack Lehti', 'Jerry Robinson', 'Louis Cazeneuve', 'Pierce Rice', 'Whitney Ellsworth']",['The Three Racketeers'],['61'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“THE THREE RACKETEERS.” Three former racketeers sit around a table in prison, playing cards and discussing how the Batman and Robin brought their dreams of easy wealth to disastrous ends.</em></p><p>The Three Racketeers starring Batman, Robin, and ""Crafty"" Cal Clate, script by Bill Finger, pencils by Bob Kane, inks by Jerry Robinson and George Roussos. Spy story, art by Louis Cazeneuve. Crime Stalks the Barnyard! starring Cliff Crosby, pencils by Pierce Rice, inks by Arturo Cazeneuve. The Beggars Rebellion starring The Crimson Avenger, script and pencils by Jack Lehti, inks by Charles Paris. The Seal starring Larry Steele, Private Detective, art by Cliff Young. Air Wave story, pencils by Harris Levy (as Lee Harris), inks by Charles Paris. Slam Bradley story, art by Howard Sherman.</p>']",[]
61,"['Air Wave (Larry Jordan)', 'Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'D.A. Cole', 'Dick Grayson', 'James Gordon', 'Joker', 'Larry Steele', 'Shorty', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Black Comedy', 'Golden Age of Comics', 'Sidekick']",1942-04-30,['Batman and Robin'],[],"['Air Wave Helmet', 'Bat-Signal', 'Bat-Suit']","['Arturo Cazeneuve', 'Bill Finger', 'Bob Kane', 'Charles Paris', 'Cliff Young', 'Fred Ray', 'Harris Levy', 'Howard Sherman', 'Jack Lehti', 'Jerry Robinson', 'Louis Cazeneuve', 'Mort Weisinger', 'Murray Boltinoff', 'Pierce Rice', 'Whitney Ellsworth']","['Laugh, Town, Laugh']",['62'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“LAUGH, TOWN, LAUGH.” Comedian Happy Hanson passes away, but leaves behind a strange will. A clause states that five top-notch comedians have the chance to tell the funniest joke in a contest, thereby winning clues Hanson has left leading to a fabulous fortune. Then...The Joker enters the contest.</em></p><h2>Contents</h2><ul><li>Batman with Robin - The Boy Wonder - :Laugh, Town, Laugh</li><li>Shorty: n/a</li><li>Spy: n/a</li><li>""Super"" Duper...The One-Man Team: n/a</li><li>Cliff Crosby: The Adventure of The Champagne Corks</li><li>Grandpa Peters: n/a</li><li>The Crimson Avenger: The Case of The Crazy Crimes</li><li>Silly Willy: n/a</li><li>Air Wave: Mr. Mystery</li><li>Larry Steele: The Case of The Murdered Commander</li><li>Rollin Stone: n/a</li><li>Slam Bradley: n/a</li></ul>']",[]
62,"['Air Wave (Larry Jordan)', 'Bart Regan', 'Batman', 'Cliff Crosby', 'Crimson Avenger (Travis)', 'D.A. Cole', 'Dick Grayson', 'Larry Steele', 'Linda Page', 'Mr. Baffle', 'Private Pete', 'Shorty', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Golden Age of Comics', 'Sidekick']",1942-05-31,['Batman and Robin'],[],"['Air Wave Helmet', 'Bat-Suit']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'Fred Ray', 'George Roussos', 'Harris Levy', 'Howard Sherman', 'Ira Schnapp', 'Jerry Robinson', 'Louis Cazeneuve', 'Mort Weisinger', 'Murray Boltinoff', 'Pierce Rice', 'Whitney Ellsworth']",['Meet Mr. Baffle!'],['63'],['Gotham City'],[],[],[],[],[],[],"[""<p><em>“A GENTLEMAN IN GOTHAM!” Charged with stealing jewels in a foreign dictator's land, Michael Baffle is supposedly shot and killed. But he cheats death and makes his way to America, the land of the free, and Baffle wonders just how free this land's wealth really is. Batman and Robin have other ideas.</em></p><h2>Contents</h2><ul><li>Batman with Robin - The Boy Wonder - : A Gentleman In Gotham</li><li>Jokes: n/a</li><li>Spy: The Stumbling Saboteurs.</li><li>Cliff Crosby: n/a</li><li>Private Pete: n/a</li><li>Dopey Dave: n/a</li><li>The Crimson Avenger: The Daily Crime</li><li>Shorty: n/a</li><li>Air Wave: The Case of Station X.</li><li>Larry Steele: The Case of The Light That Blinds</li><li>Slam Bradley: Case of The Wobbling Wizard</li></ul>""]",[]
63,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'Jan Haasan', 'Joker', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Static', 'Wing']",[],"['Golden Age of Comics', 'Sidekick', 'World War II']",1942-06-30,"['Batman and Robin', 'Boy Commandos']",[],"['Air Wave Helmet', 'Bat-Suit']","['Bill Finger', 'Bob Kane', 'Charles Paris', 'George Roussos', 'Harris Levy', 'Ira Schnapp', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Simon', 'Whitney Ellsworth']",['The Joker Walks The Last Mile'],['64'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“THE JOKER WALKS THE LAST MILE.” Depressed because he cannot freely move about and spend the stolen wealth he has in his possession, the Joker decides to just turn himself in!</em></p><p>Batman and Robin in ""The Joker Walks the Last Mile""</p><p>-On the Run from the Law, Joker decides to turn himself in. Tried and convicted, the clown prince of crime pays the ultimate penalty death by electrocution. After being fried on the Electric Chair, Joker\'s thugs arrive with a serum that revives him. Using the double jeopardy clause, Joker now finds himself with a clean slate.</p><p>The Boy Commandos in ""The Commandos are Coming""</p><p>Crimson Avenger ""The Adventure of the Wild Men""</p><p>Bart Regan ""Murder in the Monument""</p><p>Air Wave ""The Mystery of His Master\'s Voice""</p><p>Slam Bradley ""The Mystery of the Unfortunate Teddy Bear""</p><p> </p>']",[]
64,"['Air Wave (Larry Jordan)', 'Alfy Twidgetts', 'Andre Chavard', 'Bart Regan', 'Batman', 'Crimson Avenger (Travis)', 'Dan Turpin', 'Dick Grayson', 'James Gordon', 'Jan Haasan', 'Rip Carter', 'Shorty Morgan', 'Slam Bradley', 'Wing']",[],"['Golden Age of Comics', 'Sidekick', 'World War II']",1942-07-31,"['Batman and Robin', 'Boy Commandos']",[],"['Air Wave Helmet', 'Bat-Signal']","['Charles Paris', 'George Roussos', 'Harris Levy', 'Howard Ferguson', 'Ira Schnapp', 'Jack Burnley', 'Jack Kirby', 'Jack Lehti', 'Jerry Robinson', 'Joe Simon', 'Louis Cazeneuve', 'Murray Boltinoff', 'Pierce Rice', 'Ray Burnley', 'Whitney Ellsworth']",['The Cop Who Hated Batman'],['65'],['Gotham City'],[],[],[],[],[],[],"['<p><em>“THE COP WHO HATED BATMAN.” Batman and Robin join Commissioner Gordon on a trip to a northern state to watch the state troopers in action. While there, Batman meets a cop who holds a grudge against the Caped Crusader because he believes Batman shot his father in the back years ago.</em></p><h2>Contents</h2><ul><li>Batman and Robin in ""The Cop Who Hated the Batman""</li><li>The Boy Commandos ""Nostradamus Predicts""</li><li>The Crimson Avenger in ""The Red Letter Day Crimes""</li><li>Bart Regan in ""The Case of the Man Who Sold Death""</li><li>Air Wave in ""The Machine Man""</li><li>Slam Bradley ""Mystery of the Priceless Pooch""</li></ul>']",[]
